ensembl,gene_symbol,mean_failure_log2,mean_cure_log2,log2FC,p_value,fdr
ENSG00000188186,LAMTOR4,7.437006485417863,7.132101023138913,0.30490546227895,0.005991689166271813,0.4539131519947744
ENSG00000197694,SPTAN1,6.5800297404690085,6.949776728241836,-0.3697469877728272,0.005991689166271813,0.4539131519947744
ENSG00000100350,FOXRED2,1.041298646815135,1.6252715789458156,-0.5839729321306806,0.005991689166271813,0.4539131519947744
ENSG00000185862,EVI2B,10.125935082501147,9.747194178080843,0.3787409044203045,0.005991689166271813,0.4539131519947744
ENSG00000070731,ST6GALNAC2,6.580249389200513,5.979497898228169,0.6007514909723444,0.005991689166271813,0.4539131519947744
ENSG00000100906,NFKBIA,8.02942855174439,7.599974613114061,0.42945393863032866,0.005991689166271813,0.4539131519947744
ENSG00000072609,CHFR,6.734437001919052,6.5596923827285165,0.17474461919053574,0.005991689166271813,0.4539131519947744
ENSG00000134815,DHX34,7.538871871176161,7.2223420641510225,0.31652980702513833,0.005991689166271813,0.4539131519947744
ENSG00000004059,ARF5,8.022075338286427,7.731591998046438,0.2904833402399891,0.005991689166271813,0.4539131519947744
ENSG00000144791,LIMD1,5.322899992670599,5.585783310202331,-0.262883317531732,0.005991689166271813,0.4539131519947744
ENSG00000124767,GLO1,4.689597147017929,4.931679174273046,-0.2420820272551163,0.005991689166271813,0.4539131519947744
ENSG00000213185,FAM24B,-1.9777770331546327,-1.224113913653792,-0.7536631195008408,0.0063254095073223705,0.4539131519947744
ENSG00000184497,TMEM255B,0.531486839454673,-0.23827125896394258,0.7697580984186156,0.0063254095073223705,0.4539131519947744
ENSG00000081985,IL12RB2,0.9599967909781544,1.5515710988064846,-0.5915743078283302,0.0063254095073223705,0.4539131519947744
ENSG00000123144,C19orf43,7.582122201908338,7.4054889930801,0.17663320882823808,0.0063254095073223705,0.4539131519947744
ENSG00000000938,FGR,10.5904764717654,10.161172760411525,0.42930371135387624,0.0063254095073223705,0.4539131519947744
ENSG00000077097,TOP2B,5.999952555776722,6.224071861206056,-0.22411930542933423,0.0063254095073223705,0.4539131519947744
ENSG00000168872,DDX19A,4.261546239882137,4.466565822063285,-0.2050195821811478,0.0063254095073223705,0.4539131519947744
ENSG00000183726,TMEM50A,7.625401666582495,7.3948993398121585,0.23050232677033655,0.0063254095073223705,0.4539131519947744
ENSG00000135108,FBXO21,3.9375785744906833,4.182960529807194,-0.24538195531651086,0.0063254095073223705,0.4539131519947744
ENSG00000160785,SLC25A44,7.900934109364991,7.517509331058111,0.38342477830688004,0.0063254095073223705,0.4539131519947744
ENSG00000120129,DUSP1,9.117688180751166,8.64683360027065,0.4708545804805162,0.0063254095073223705,0.4539131519947744
